id,pert,gene,label
Rpap2_Alcam,Rpap2,Alcam,up
Cul2_Slc6a8,Cul2,Slc6a8,none
Pi4kb_Zwint,Pi4kb,Zwint,none
Cog5_Stmn1,Cog5,Stmn1,down
Cpsf4_Mthfs,Cpsf4,Mthfs,up
Tbk1_Alas1,Tbk1,Alas1,up
Uvrag_Syngr1,Uvrag,Syngr1,up
Cul1_Otud1,Cul1,Otud1,up
Bap1_S100a8,Bap1,S100a8,none
Fermt3_Ralgapa2,Fermt3,Ralgapa2,down
Kat5_Me1,Kat5,Me1,none
Srsf10_Arl6ip1,Srsf10,Arl6ip1,none
Tgif1_Simc1,Tgif1,Simc1,none
Rrp1_Cd69,Rrp1,Cd69,up
Rpp21_Gngt2,Rpp21,Gngt2,none
Usp9x_Itgam,Usp9x,Itgam,down
Hyou1_Atf5,Hyou1,Atf5,up
Rnf40_Cd86,Rnf40,Cd86,up
Phb2_Ero1a,Phb2,Ero1a,up
Cul2_Hk2,Cul2,Hk2,up
Tardbp_Cotl1,Tardbp,Cotl1,none
Yy1_Nqo1,Yy1,Nqo1,none
Hyou1_Mthfd2,Hyou1,Mthfd2,up
Pik3r4_Rnf19b,Pik3r4,Rnf19b,none
Tnfrsf1a_Bnip3,Tnfrsf1a,Bnip3,none
Arih1_Cd69,Arih1,Cd69,none
Vhl_Mgarp,Vhl,Mgarp,up
Ss18_Sqstm1,Ss18,Sqstm1,none
Stag2_Lst1,Stag2,Lst1,up
Hnrnpu_Nup62,Hnrnpu,Nup62,none
Ints1_Pdia3,Ints1,Pdia3,none
Sfpq_BC051226,Sfpq,BC051226,none
Rps19_Nedd4,Rps19,Nedd4,none
Ppp2r1a_Igtp,Ppp2r1a,Igtp,up
Exosc7_Lst1,Exosc7,Lst1,none
Tpr_Cdc42ep2,Tpr,Cdc42ep2,none
Vps72_Npy,Vps72,Npy,up
Cdc42_Slco4a1,Cdc42,Slco4a1,none
Gnb2_Upp2,Gnb2,Upp2,none
Il10ra_Ccl9,Il10ra,Ccl9,none
Csnk1a1_Cd5l,Csnk1a1,Cd5l,up
Ddx5_Gm39556,Ddx5,Gm39556,up
Usp39_Lgals3,Usp39,Lgals3,up
Setd2_Mrc1,Setd2,Mrc1,up
Wnk1_Cacna1d,Wnk1,Cacna1d,up
Eny2_S100a10,Eny2,S100a10,up
Psmd13_Sod1,Psmd13,Sod1,up
Xpo1_Slc48a1,Xpo1,Slc48a1,down
Ddx18_Creg1,Ddx18,Creg1,none
Tpr_Tshz1,Tpr,Tshz1,none
Fth1_Odc1,Fth1,Odc1,none
Traf6_Gpnmb,Traf6,Gpnmb,none
Clp1_Ccl9,Clp1,Ccl9,down
Pfdn6_Cxcl1,Pfdn6,Cxcl1,none
Rbm15_Ptpn12,Rbm15,Ptpn12,none
Ticam2_Mir670hg,Ticam2,Mir670hg,none
Leng8_Acta2,Leng8,Acta2,none
Nckap1l_Upp1,Nckap1l,Upp1,up
Mapk14_Noct,Mapk14,Noct,none
Vps41_Sqstm1,Vps41,Sqstm1,up
Ddx6_Arhgap31,Ddx6,Arhgap31,none
Dcaf7_Gbe1,Dcaf7,Gbe1,none
Ogdh_Lrrc25,Ogdh,Lrrc25,none
Usp7_Uchl1,Usp7,Uchl1,none
Dync1h1_Cotl1,Dync1h1,Cotl1,down
Ddb1_Phlda3,Ddb1,Phlda3,up
Ddx5_Higd1a,Ddx5,Higd1a,none
Rc3h1_Csf3,Rc3h1,Csf3,up
Il10rb_Il1rn,Il10rb,Il1rn,down
Traf2_Ctsk,Traf2,Ctsk,up
Ddx6_Pcdh7,Ddx6,Pcdh7,up
Snx14_Rin2,Snx14,Rin2,none
Arpc2_Actb,Arpc2,Actb,down
Uvrag_Tnfaip2,Uvrag,Tnfaip2,none
Top3a_Pparg,Top3a,Pparg,none
Nelfa_Kars,Nelfa,Kars,none
Pfn1_Igsf6,Pfn1,Igsf6,none
Pfdn2_Polr2a,Pfdn2,Polr2a,up
Chmp6_Cck,Chmp6,Cck,none
Rb1cc1_2810001A02Rik,Rb1cc1,2810001A02Rik,none
Cct3_Gapdh,Cct3,Gapdh,down
Pfdn6_Il1rn,Pfdn6,Il1rn,down
Sptlc1_Dhcr24,Sptlc1,Dhcr24,up
Naa35_Def8,Naa35,Def8,none
Ly96_Tgm2,Ly96,Tgm2,up
Mafb_Lgals3,Mafb,Lgals3,none
Aip_Ptpro,Aip,Ptpro,none
Dad1_Gpr155,Dad1,Gpr155,none
Copz1_Ctsl,Copz1,Ctsl,none
Cbll1_Anxa3,Cbll1,Anxa3,up
Ddost_Lipa,Ddost,Lipa,up
Dync1h1_Fcgr2b,Dync1h1,Fcgr2b,down
Mettl3_Cd9,Mettl3,Cd9,up
Hspa4_Hspa1b,Hspa4,Hspa1b,up
Rngtt_Hsp90b1,Rngtt,Hsp90b1,none
Strip1_Cdk20,Strip1,Cdk20,up
Trappc1_Saa3,Trappc1,Saa3,none
Gnb2_Uchl1,Gnb2,Uchl1,none
Arid1a_Lmna,Arid1a,Lmna,none
Srsf10_Blvrb,Srsf10,Blvrb,none
Ogdh_Gadd45g,Ogdh,Gadd45g,none
Pafah1b1_Ppp1r12b,Pafah1b1,Ppp1r12b,down
Actl6a_Ifi27,Actl6a,Ifi27,up
Chmp5_Myb,Chmp5,Myb,none
Gtf2h1_Rabac1,Gtf2h1,Rabac1,up
Dph3_Slc48a1,Dph3,Slc48a1,down
Kars_Gadd45g,Kars,Gadd45g,none
Rela_Il1rn,Rela,Il1rn,none
Bag6_Etnk1,Bag6,Etnk1,none
Ppp2r3c_Bcl2l11,Ppp2r3c,Bcl2l11,none
Egln1_Slc16a3,Egln1,Slc16a3,up
Sel1l_Nr3c1,Sel1l,Nr3c1,none
Vps4b_Adsl,Vps4b,Adsl,none
Actl6a_Gclm,Actl6a,Gclm,up
Mapk14_Cd36,Mapk14,Cd36,down
Nprl2_Cd36,Nprl2,Cd36,none
Sec13_Heca,Sec13,Heca,up
Arpc2_Slamf9,Arpc2,Slamf9,down
Tardbp_Asns,Tardbp,Asns,none
Nol10_Etnk1,Nol10,Etnk1,up
Pik3r4_Creg1,Pik3r4,Creg1,up
Yy1_Bnip3,Yy1,Bnip3,none
Ehmt2_Gbp2,Ehmt2,Gbp2,none
Ctcf_Slc25a4,Ctcf,Slc25a4,up
Tardbp_Bnip3,Tardbp,Bnip3,down
Pgm3_Calr,Pgm3,Calr,up
Phb2_Ccnd1,Phb2,Ccnd1,none
Fermt3_Trem2,Fermt3,Trem2,none
Traf6_Tgm2,Traf6,Tgm2,none
Ankrd11_Plxdc2,Ankrd11,Plxdc2,down
Nelfb_Emp3,Nelfb,Emp3,down
Dpm2_Manf,Dpm2,Manf,up
Cbfb_Ccl9,Cbfb,Ccl9,down
Vps41_Cd63,Vps41,Cd63,up
Rpl26_Zup1,Rpl26,Zup1,up
Pfdn2_Fap,Pfdn2,Fap,up
Rbbp6_Selenow,Rbbp6,Selenow,none
Rpl26_Ifih1,Rpl26,Ifih1,up
Fzr1_Gtpbp2,Fzr1,Gtpbp2,none
Usp9x_Ldlrad3,Usp9x,Ldlrad3,none
Myd88_Prdx1,Myd88,Prdx1,none
Cbfb_Glipr1,Cbfb,Glipr1,down
Zbtb17_Ly86,Zbtb17,Ly86,down
Tubg1_Gm11290,Tubg1,Gm11290,up
Eif1ad_Crip1,Eif1ad,Crip1,down
Telo2_Lztfl1,Telo2,Lztfl1,none
Meaf6_Cd36,Meaf6,Cd36,up
Rptor_Lrmda,Rptor,Lrmda,up
Gins4_Gpr84,Gins4,Gpr84,down
Cct4_Higd1a,Cct4,Higd1a,none
Polr2i_Ctsh,Polr2i,Ctsh,up
Phb2_Polr2a,Phb2,Polr2a,none
Smc3_Trem2,Smc3,Trem2,up
Wdr36_Stmn1,Wdr36,Stmn1,down
Urm1_Rsad2,Urm1,Rsad2,none
Tbk1_Rapgef5,Tbk1,Rapgef5,down
Fzr1_Smpdl3a,Fzr1,Smpdl3a,none
Dpm3_Igf1,Dpm3,Igf1,none
Rngtt_Tcf4,Rngtt,Tcf4,none
Rpl10_Ccnd1,Rpl10,Ccnd1,none
Sbno2_Fchsd2,Sbno2,Fchsd2,up
Psmg4_Eif5,Psmg4,Eif5,none
Cnot2_Capn5,Cnot2,Capn5,up
Irf9_H2-T22,Irf9,H2-T22,down
Ddb1_Ddx10,Ddb1,Ddx10,none
Ppp2r3c_Pilra,Ppp2r3c,Pilra,up
Becn1_C1qb,Becn1,C1qb,down
Cog8_Cd200r4,Cog8,Cd200r4,none
Rab7_Oser1,Rab7,Oser1,none
Smarcd2_Trem2,Smarcd2,Trem2,none
Nelfb_Selenow,Nelfb,Selenow,down
Gins4_Taok3,Gins4,Taok3,none
Ash2l_Mycbp,Ash2l,Mycbp,none
Bap1_Fcgr2b,Bap1,Fcgr2b,down
Srcap_Comt,Srcap,Comt,down
Ddx5_Manf,Ddx5,Manf,none
Tirap_Rapgef5,Tirap,Rapgef5,down
Gnb2_Cp,Gnb2,Cp,up
Prdm1_Slamf9,Prdm1,Slamf9,down
Kin_Lipa,Kin,Lipa,none
Paf1_Polr2a,Paf1,Polr2a,up
Chmp6_Gbp5,Chmp6,Gbp5,up
Bop1_Card19,Bop1,Card19,none
Hnrnpu_Ahnak,Hnrnpu,Ahnak,up
Leo1_Gpnmb,Leo1,Gpnmb,none
Zfp710_Acadl,Zfp710,Acadl,up
Atg9a_Ccrl2,Atg9a,Ccrl2,none
Vps39_Lipa,Vps39,Lipa,up
Dync1i2_Mmp12,Dync1i2,Mmp12,none
Stag2_Maf,Stag2,Maf,none
Ikzf1_Otud1,Ikzf1,Otud1,none
Med25_Alox5ap,Med25,Alox5ap,none
Dpy30_Gbp8,Dpy30,Gbp8,none
Syvn1_Dnajc3,Syvn1,Dnajc3,up
Fermt3_Pilra,Fermt3,Pilra,down
Cct4_Mmp9,Cct4,Mmp9,up
Rpp21_Gpnmb,Rpp21,Gpnmb,none
Oxsr1_Ifitm6,Oxsr1,Ifitm6,up
Gosr2_Gm11613,Gosr2,Gm11613,none
Mettl3_Foxn2,Mettl3,Foxn2,none
Spc24_Dclre1b,Spc24,Dclre1b,up
Nelfa_9130221F21Rik,Nelfa,9130221F21Rik,none
Mapkapk2_Tnfsf9,Mapkapk2,Tnfsf9,none
Chmp6_Sqstm1,Chmp6,Sqstm1,up
Prpf19_Dusp23,Prpf19,Dusp23,none
Wdr43_Mgst1,Wdr43,Mgst1,none
Ticam2_Alas1,Ticam2,Alas1,down
Ncor2_Cxcl2,Ncor2,Cxcl2,none
Atp6v1e1_Eml5,Atp6v1e1,Eml5,none
Traf3_Gm57468,Traf3,Gm57468,none
Uvrag_Acod1,Uvrag,Acod1,none
Mideas_Cd164,Mideas,Cd164,down
Rpl10_Esyt2,Rpl10,Esyt2,none
Nolc1_Selenop,Nolc1,Selenop,none
Rtf1_Hivep2,Rtf1,Hivep2,up
Pias1_Shisa3,Pias1,Shisa3,up
Traf2_S100a10,Traf2,S100a10,up
Copz1_Sec31a,Copz1,Sec31a,up
Arih1_Swap70,Arih1,Swap70,down
Tpr_Cd69,Tpr,Cd69,none
Dcaf7_Lpxn,Dcaf7,Lpxn,down
Pten_Hmox1,Pten,Hmox1,none
Ctcf_Tsc22d1,Ctcf,Tsc22d1,none
Arpc2_Syngr1,Arpc2,Syngr1,none
Hdac3_Selenow,Hdac3,Selenow,down
Uvrag_Oasl1,Uvrag,Oasl1,down
Axin1_Snhg3,Axin1,Snhg3,none
Mettl3_Fcgr2b,Mettl3,Fcgr2b,none
Chmp5_Lmna,Chmp5,Lmna,none
Hspa4_Arhgap31,Hspa4,Arhgap31,down
Ppp6c_Il1a,Ppp6c,Il1a,none
Mphosph10_Tlr2,Mphosph10,Tlr2,none
Cdkn1a_Atad2,Cdkn1a,Atad2,up
Srsf7_Uchl1,Srsf7,Uchl1,none
Virma_Rrp1b,Virma,Rrp1b,none
Pdcd10_Lgals3,Pdcd10,Lgals3,none
Ikbkb_Igsf6,Ikbkb,Igsf6,down
Sart3_Ahnak,Sart3,Ahnak,up
Wdr3_1110038B12Rik,Wdr3,1110038B12Rik,up
Nrbf2_Prl2c2,Nrbf2,Prl2c2,none
Traf6_Cenpa,Traf6,Cenpa,up
Ly96_Dag1,Ly96,Dag1,none
Tpr_Resf1,Tpr,Resf1,up
Cdc123_Manf,Cdc123,Manf,none
Taf5l_Glrx,Taf5l,Glrx,down
Gins4_Fcgr2b,Gins4,Fcgr2b,down
Syvn1_Hsp90b1,Syvn1,Hsp90b1,up
Ube2h_Gngt2,Ube2h,Gngt2,none
Top3a_Rab3d,Top3a,Rab3d,none
Orc4_BC005537,Orc4,BC005537,none
Chmp5_Pilra,Chmp5,Pilra,none
Srsf7_1110038B12Rik,Srsf7,1110038B12Rik,up
Irf8_Igf1,Irf8,Igf1,down
Ube2m_Gbe1,Ube2m,Gbe1,up
Ptpn2_Folr2,Ptpn2,Folr2,none
Sec62_Selenop,Sec62,Selenop,up
Gpn2_Maf,Gpn2,Maf,none
Myd88_Ms4a6b,Myd88,Ms4a6b,none
Axin1_Il1b,Axin1,Il1b,down
Uvrag_Selenop,Uvrag,Selenop,none
Dr1_Chst14,Dr1,Chst14,none
Ing3_S100a10,Ing3,S100a10,none
Junb_Pf4,Junb,Pf4,none
Nprl2_Nqo1,Nprl2,Nqo1,up
Rpap2_Slc16a3,Rpap2,Slc16a3,none
Jtb_Cd300a,Jtb,Cd300a,none
Traf2_Maml2,Traf2,Maml2,none
Rela_Marcksl1,Rela,Marcksl1,down
Psmd1_Dnmt3l,Psmd1,Dnmt3l,up
Prpf6_Prdx1,Prpf6,Prdx1,none
Txnl4a_Zfp764,Txnl4a,Zfp764,none
Atp6v1b2_C030014I23Rik,Atp6v1b2,C030014I23Rik,none
Naa35_Polr2g,Naa35,Polr2g,none
Kat5_Hspa1a,Kat5,Hspa1a,none
Spout1_Rbm28,Spout1,Rbm28,none
Atf4_Iqgap2,Atf4,Iqgap2,none
Atp6v1e1_Rhoc,Atp6v1e1,Rhoc,none
Dad1_Pmaip1,Dad1,Pmaip1,none
Syvn1_Pdia3,Syvn1,Pdia3,up
Arpc2_Mrc1,Arpc2,Mrc1,none
Cfdp1_H2az1,Cfdp1,H2az1,up
Vps33a_Mef2c,Vps33a,Mef2c,none
Nrbf2_Gadd45b,Nrbf2,Gadd45b,none
Cog8_Trem2,Cog8,Trem2,none
Bap1_Gm35188,Bap1,Gm35188,none
Mphosph10_Herpud2,Mphosph10,Herpud2,up
Dnajc8_Cdkl3,Dnajc8,Cdkl3,up
Il10rb_Pck2,Il10rb,Pck2,none
Cog8_Odc1,Cog8,Odc1,up
Rbck1_Patj,Rbck1,Patj,none
Hdac3_B4galt7,Hdac3,B4galt7,none
Tmem258_Cotl1,Tmem258,Cotl1,none
Rcl1_Polr2g,Rcl1,Polr2g,none
Atp6ap2_Hilpda,Atp6ap2,Hilpda,up
Fli1_Itgam,Fli1,Itgam,none
Ppp6c_Lmna,Ppp6c,Lmna,up
Vps41_Rsph10b,Vps41,Rsph10b,none
Sars_Ddit3,Sars,Ddit3,up
Cpsf4_Htra2,Cpsf4,Htra2,none
Hira_Slfn1,Hira,Slfn1,up
Cmtr1_Aif1,Cmtr1,Aif1,none
Exoc5_Rsad2,Exoc5,Rsad2,none
Ppp2r3c_Gusb,Ppp2r3c,Gusb,up
Naa35_Aif1,Naa35,Aif1,down
Mcm4_H2-Q7,Mcm4,H2-Q7,none
2310011J03Rik_Snhg3,2310011J03Rik,Snhg3,none
Sephs1_Rsad2,Sephs1,Rsad2,none
Mapk14_Fcgr4,Mapk14,Fcgr4,none
Ppp2r1a_Slamf9,Ppp2r1a,Slamf9,none
Msto1_Marcks,Msto1,Marcks,none
Ncbp1_Gm57471,Ncbp1,Gm57471,none
Gins4_Stab1,Gins4,Stab1,down
Wdr48_Naf1,Wdr48,Naf1,up
Hyou1_Hspa5,Hyou1,Hspa5,up
Csnk1a1_Comtd1,Csnk1a1,Comtd1,none
Mbd2_Cd300a,Mbd2,Cd300a,none
Mta2_Hipk2,Mta2,Hipk2,none
Rpl4_Cotl1,Rpl4,Cotl1,down
Irf8_H2-Q4,Irf8,H2-Q4,up
Prpf6_Ppp1r10,Prpf6,Ppp1r10,up
Rcl1_Prkn,Rcl1,Prkn,up
Zbtb17_Il1a,Zbtb17,Il1a,none
Ticam2_Gys1,Ticam2,Gys1,none
Tnfrsf1a_Clec4e,Tnfrsf1a,Clec4e,down
Rbm14_Timp2,Rbm14,Timp2,up
Cwc15_Cmpk2,Cwc15,Cmpk2,up
Otud5_Resf1,Otud5,Resf1,none
Rps19_Manf,Rps19,Manf,none
Bloc1s1_Il15,Bloc1s1,Il15,none
Usp7_Gapdh,Usp7,Gapdh,down
Virma_Med30,Virma,Med30,none
Rb1_Aif1,Rb1,Aif1,none
Fbxo11_Ebi3,Fbxo11,Ebi3,up
Kat5_Ccr1,Kat5,Ccr1,none
Cmtr1_Brd2,Cmtr1,Brd2,up
Ncor2_Cdkn2a,Ncor2,Cdkn2a,up
2310011J03Rik_Ckb,2310011J03Rik,Ckb,down
Zfp710_Card11,Zfp710,Card11,up
Runx1_Ndufa4,Runx1,Ndufa4,none
Polr1f_Snhg3,Polr1f,Snhg3,none
Paf1_Zfp281,Paf1,Zfp281,up
Jtb_Npy,Jtb,Npy,none
Wdr70_Ly6a,Wdr70,Ly6a,none
Ccdc22_Lacc1,Ccdc22,Lacc1,none
Rela_Gpr84,Rela,Gpr84,down
Gnb2_Gm11613,Gnb2,Gm11613,none
Gtf2a2_Lgals3,Gtf2a2,Lgals3,down
Pten_Ccrl2,Pten,Ccrl2,none
Wdr36_Calr,Wdr36,Calr,down
Tyrobp_Brd2,Tyrobp,Brd2,none
Cct7_Nqo1,Cct7,Nqo1,none
Kin_Spryd7,Kin,Spryd7,none
Cnot2_Ttc39c,Cnot2,Ttc39c,none
Srrd_Ckb,Srrd,Ckb,none
Leo1_Lmo4,Leo1,Lmo4,none
Cdkn1a_Bcl6,Cdkn1a,Bcl6,none
Trappc1_Ms4a4c,Trappc1,Ms4a4c,down
Srsf1_Creg1,Srsf1,Creg1,up
Uvrag_Srgap2,Uvrag,Srgap2,none
Dync1h1_Gpnmb,Dync1h1,Gpnmb,up
Spop_Gpc1,Spop,Gpc1,up
Ap3b1_Zfp655,Ap3b1,Zfp655,up
Wtap_Tbrg1,Wtap,Tbrg1,none
Gins3_Eif2s3y,Gins3,Eif2s3y,down
Irf9_Bcl2l11,Irf9,Bcl2l11,none
Cdkn1a_Pilra,Cdkn1a,Pilra,none
Il10rb_Mmp9,Il10rb,Mmp9,none
Kdsr_Zwint,Kdsr,Zwint,up
Egln1_Ctsl,Egln1,Ctsl,none
Mideas_Acod1,Mideas,Acod1,none
Tgif1_Slc48a1,Tgif1,Slc48a1,down
Tlr4_Creld2,Tlr4,Creld2,none
Tgif1_Alas1,Tgif1,Alas1,none
Ptpn2_Btg1,Ptpn2,Btg1,none
Ptpa_Slamf7,Ptpa,Slamf7,none
Hspa4_Rel,Hspa4,Rel,up
Fbxo11_Sqstm1,Fbxo11,Sqstm1,none
Mta2_Adamtsl5,Mta2,Adamtsl5,up
Rel_Mt1,Rel,Mt1,none
Ddx18_Tlr3,Ddx18,Tlr3,up
Mms22l_Tgtp2,Mms22l,Tgtp2,down
Txnl4a_Clec4d,Txnl4a,Clec4d,none
Ikzf1_Ppip5k1,Ikzf1,Ppip5k1,none
Ctdnep1_Ccl9,Ctdnep1,Ccl9,down
Alg2_Dnajc3,Alg2,Dnajc3,up
Kdsr_Ecpas,Kdsr,Ecpas,up
Rps19_Ifih1,Rps19,Ifih1,up
Zfp710_Odf2,Zfp710,Odf2,up
Mapkapk2_Lrp1,Mapkapk2,Lrp1,down
Tnpo3_Vmp1,Tnpo3,Vmp1,up
Hyou1_Cgas,Hyou1,Cgas,none
Ifnar1_Rnf213,Ifnar1,Rnf213,down
Tpt1_Hmox1,Tpt1,Hmox1,down
Scap_Eid1,Scap,Eid1,down
Leng1_Ifit2,Leng1,Ifit2,none
Ddb1_Ccl6,Ddb1,Ccl6,up
Wdr3_Ebi3,Wdr3,Ebi3,none
Dusp1_Icam1,Dusp1,Icam1,down
Cul3_Clec7a,Cul3,Clec7a,up
Eif5_Actb,Eif5,Actb,down
Tbk1_Lmna,Tbk1,Lmna,none
Hdac3_Lgals3,Hdac3,Lgals3,up
Nprl2_Pilra,Nprl2,Pilra,none
Rae1_Rgl1,Rae1,Rgl1,none
Nelfb_Kctd12,Nelfb,Kctd12,up
Rpl10_Calhm6,Rpl10,Calhm6,up
Hdac3_Ctsl,Hdac3,Ctsl,up
Uvrag_Creld2,Uvrag,Creld2,none
Kdsr_Dusp5,Kdsr,Dusp5,none
Wdr36_Crip1,Wdr36,Crip1,down
Kars_2900052L18Rik,Kars,2900052L18Rik,none
Cdc123_Gm53065,Cdc123,Gm53065,none
Ddb1_Snhg1,Ddb1,Snhg1,none
Top3a_Cxcr4,Top3a,Cxcr4,none
Mapk14_Batf,Mapk14,Batf,none
Smarcd2_Gm47507,Smarcd2,Gm47507,none
Wdr5_H2-T22,Wdr5,H2-T22,none
Rel_Csf3,Rel,Csf3,up
Sec13_P2ry14,Sec13,P2ry14,none
Trappc1_Rras2,Trappc1,Rras2,none
Dph3_Hmox1,Dph3,Hmox1,down
Pfdn2_Desi1,Pfdn2,Desi1,none
Eif5_Ddit3,Eif5,Ddit3,up
Sephs1_Hsp90b1,Sephs1,Hsp90b1,none
Csnk1a1_Tuba1c,Csnk1a1,Tuba1c,none
Rps3_Gm8369,Rps3,Gm8369,none
Rbm15_B4galt5,Rbm15,B4galt5,none
Atxn7l3_Fcgr2b,Atxn7l3,Fcgr2b,none
Hars_Thbs1,Hars,Thbs1,none
Aip_Ctla2a,Aip,Ctla2a,up
Slc33a1_Pdia3,Slc33a1,Pdia3,up
Snx13_AA467197,Snx13,AA467197,none
Tpt1_Ms4a6b,Tpt1,Ms4a6b,down
Rbm15_Gbp5,Rbm15,Gbp5,none
Strip1_Siglece,Strip1,Siglece,down
Tyrobp_Cmpk2,Tyrobp,Cmpk2,none
Ehmt2_Calr,Ehmt2,Calr,none
Rpl26_Serpine1,Rpl26,Serpine1,none
Rpn1_Il1rn,Rpn1,Il1rn,down
Snrnp27_S100a10,Snrnp27,S100a10,up
Cnot1_Rsad2,Cnot1,Rsad2,up
Clp1_Itpkb,Clp1,Itpkb,none
Atxn7l3_Calhm6,Atxn7l3,Calhm6,none
Jtb_Stk17b,Jtb,Stk17b,none
Ing3_Odc1,Ing3,Odc1,up
Polr2i_Brd2,Polr2i,Brd2,up
Setd2_Cfap53,Setd2,Cfap53,none
Strip1_Tlr2,Strip1,Tlr2,none
Mcm4_Stat5a,Mcm4,Stat5a,up
Ogdh_Parp1,Ogdh,Parp1,none
Ube2h_Hsp90b1,Ube2h,Hsp90b1,none
Phb2_Pf4,Phb2,Pf4,none
Mapkapk2_Rsad2,Mapkapk2,Rsad2,up
Syvn1_Ceacam10,Syvn1,Ceacam10,none
Tpt1_Trim30c,Tpt1,Trim30c,up
Tln1_Iqgap2,Tln1,Iqgap2,none
Leo1_Gm15853,Leo1,Gm15853,none
Bag6_Mmp14,Bag6,Mmp14,none
Snrnp27_E2f7,Snrnp27,E2f7,none
Elavl1_Clybl,Elavl1,Clybl,none
Prpf19_Il15,Prpf19,Il15,up
Ash2l_Prdx5,Ash2l,Prdx5,down
Atp6ap2_Ly6a,Atp6ap2,Ly6a,down
Plrg1_Dock10,Plrg1,Dock10,none
Psmg4_Creg1,Psmg4,Creg1,up
Ppp2r1a_Crnde,Ppp2r1a,Crnde,none
Ddx5_Bcl2a1d,Ddx5,Bcl2a1d,none
Il10ra_Ctsh,Il10ra,Ctsh,none
Aip_Pias2,Aip,Pias2,none
Rbbp6_C1qb,Rbbp6,C1qb,none
Srsf7_Sec11c,Srsf7,Sec11c,up
Rraga_Cd68,Rraga,Cd68,up
Irf8_Cmpk2,Irf8,Cmpk2,none
Atg101_Uchl1,Atg101,Uchl1,none
Ankrd11_Slamf7,Ankrd11,Slamf7,none
Tubg1_Gm56743,Tubg1,Gm56743,up
2310011J03Rik_Trem2,2310011J03Rik,Trem2,none
Hyou1_Cmpk2,Hyou1,Cmpk2,none
Sel1l_Calr,Sel1l,Calr,up
Ylpm1_Ifit3b,Ylpm1,Ifit3b,down
Il10ra_Ccnd1,Il10ra,Ccnd1,none
Dpm2_Hilpda,Dpm2,Hilpda,none
Nelfb_Actb,Nelfb,Actb,none
Eny2_Bcl2l11,Eny2,Bcl2l11,up
Nelfb_Krtcap2,Nelfb,Krtcap2,none
Cbll1_Prkn,Cbll1,Prkn,none
Ing3_Crim1,Ing3,Crim1,up
Ptpa_Btg1,Ptpa,Btg1,none
Prpf19_Osbpl8,Prpf19,Osbpl8,up
Cct3_Maf,Cct3,Maf,up
Atp6v1e1_Cdc42se2,Atp6v1e1,Cdc42se2,none
2310011J03Rik_Gngt2,2310011J03Rik,Gngt2,none
Dync1i2_Ifi30,Dync1i2,Ifi30,none
Igbp1_Brd2,Igbp1,Brd2,up
Mettl3_Atf5,Mettl3,Atf5,none
Yy1_Chchd10,Yy1,Chchd10,down
Zfp710_Eya1,Zfp710,Eya1,none
Dnajc8_Gpnmb,Dnajc8,Gpnmb,none
Rrp1_Gramd1b,Rrp1,Gramd1b,down
Atp6v1a_Sclt1,Atp6v1a,Sclt1,none
Mphosph10_Dhcr24,Mphosph10,Dhcr24,none
Sfpq_D17H6S56E-5,Sfpq,D17H6S56E-5,none
Cct2_Fcgr2b,Cct2,Fcgr2b,down
Clp1_Ms4a4c,Clp1,Ms4a4c,down
Usp9x_Cd72,Usp9x,Cd72,down
Mettl3_Plpp3,Mettl3,Plpp3,up
Zbtb17_Vat1,Zbtb17,Vat1,up
Ing3_Cblb,Ing3,Cblb,up
Dusp1_Alcam,Dusp1,Alcam,none
Il10ra_Ggta1,Il10ra,Ggta1,down
Cdc42_Ccrl2,Cdc42,Ccrl2,up
Irak4_Saa3,Irak4,Saa3,down
Irf2_Sec24b,Irf2,Sec24b,up
Emc7_Prdx6,Emc7,Prdx6,none
Sec63_Ftl1-ps1,Sec63,Ftl1-ps1,none
Pgm3_Sqstm1,Pgm3,Sqstm1,none
Snx13_Npy,Snx13,Npy,up
Clp1_Eif5,Clp1,Eif5,none
Snrnp70_1110038B12Rik,Snrnp70,1110038B12Rik,up
Irf8_Calr,Irf8,Calr,none
Scap_Serpine1,Scap,Serpine1,none
Sec63_Mxd1,Sec63,Mxd1,down
Ifnar1_Ifit3,Ifnar1,Ifit3,down
Dda1_Cd9,Dda1,Cd9,none
Mms22l_1110038B12Rik,Mms22l,1110038B12Rik,none
Srcap_Itgam,Srcap,Itgam,down
Ddx18_Lrfn4,Ddx18,Lrfn4,none
Prdm1_Gm56637,Prdm1,Gm56637,none
Runx1_Npy,Runx1,Npy,up
Usp7_Tlr2,Usp7,Tlr2,up
Ddx41_Fxyd2,Ddx41,Fxyd2,none
Ikzf1_Rap2a,Ikzf1,Rap2a,none
Rb1_Serp1,Rb1,Serp1,none
Telo2_Npc1,Telo2,Npc1,none
Kdsr_Uchl1,Kdsr,Uchl1,none
Cpsf4_Alox5ap,Cpsf4,Alox5ap,none
Wdr3_Ust,Wdr3,Ust,none
Mafb_Slc16a3,Mafb,Slc16a3,none
Arih1_H2-Ab1,Arih1,H2-Ab1,none
Fth1_Blvrb,Fth1,Blvrb,up
Exoc5_Npy,Exoc5,Npy,none
Srsf7_Fxyd2,Srsf7,Fxyd2,none
Arih1_Gpx4,Arih1,Gpx4,none
Cpsf4_Adamts4,Cpsf4,Adamts4,none
Ppp2r1a_Ubr3,Ppp2r1a,Ubr3,none
